* skip=18 (so viele Zeilen beim Import dieser Datei überspringen, um als 1. Zeile die Zeile mit den Spaltentiteln einzulesen)
* Copyright:		Jeder kann diese Daten frei und unentgeltlich nutzen 
* Originalquelle: 	Statistisches Bundesamt nach IFG-Antrag von Spiegel Online (gestellt am 27. September 2013, stattgegeben am 08. November 2013 mit zweiwöchiger Fristüberschreitung). Am 08. November 2013 stellte das Statistische Bundesamt den Datensatz als PDF auch zum freien Download online unter https://ergebnisse.zensus2011.de/docs/Zensus_Gemeinden_relativer_Standardfehler.pdf
* Text-Codierung:	Latin-1 (ISO 8859-1)
*
** Spalten:
* 
* 1. RS_12:		Eindeutiger 12-stelliger Regionalschlüssel der Gemeinde (siehe https://de.wikipedia.org/wiki/Amtlicher_Gemeindeschl%C3%BCssel#Regionalschl.C3.BCssel)
* 2. Gemeinde: 		Name der Gemeinde
* 3. Land:		Bundesland, in dem die Gemeinde liegt
* 4. Kreis:		Kreis, in dem die Gemeinde liegt
* 5. Teil_Nr:		Nummer des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde
* 6. Teil_Name:		Name des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde; die Stadtteile wurden nicht immer benannt und entsprachen nicht immer echten Untergliederungen der Stadt  
* 			siehe auch gesonderte Datei "Stichprobenfehler_Zensus_Stadtteile_Erklaerung_Destatis_latin1.txt"
* 7. Fehler_Gem:	Stichprobenfehler ("einfacher relativer Standardfehler") der Gemeinde insgesamt in Prozent (auch, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde)
* 8. Fehler_Teil:	Stichprobenfehler des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde
*
*
"RS_12";"Gemeinde";"Land";"Kreis";Teil_Nr;"Teil-Name";Fehler_Gem;Fehler_Teil
"031540010010";"Helmstedt";"Niedersachsen";"Helmstedt";-;"-";0,53;0,53
"010620001001";"Ahrensburg";"Schleswig-Holstein";"Stormarn";-;"-";0,53;0,53
"010530032032";"Geesthacht";"Schleswig-Holstein";"Herzogtum Lauenburg";-;"-";0,53;0,53
"010510011011";"Brunsbüttel";"Schleswig-Holstein";"Dithmarschen";-;"-";0,53;0,53
"150860015015";"Burg";"Sachsen-Anhalt";"Jerichower Land";-;"-";0,54;0,54
"120690397397";"Michendorf";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,54;0,54
"120690304304";"Kleinmachnow";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,54;0,54
"120650251251";"Oberkrämer";"Brandenburg";"Oberhavel";-;"-";0,54;0,54
"100420116116";"Wadern";"Saarland";"Merzig-Wadern";-;"-";0,54;0,54
"100410518518";"Sulzbach/Saar";"Saarland";"Regionalverband Saarbrücken";-;"-";0,54;0,54
"100410515515";"Püttlingen";"Saarland";"Regionalverband Saarbrücken";-;"-";0,54;0,54
"097715705146";"Mering";"Bayern";"Aichach-Friedberg";-;"-";0,54;0,54
"093760161161";"Schwandorf";"Bayern";"Schwandorf";-;"-";0,54;0,54
"092770138138";"Pfarrkirchen";"Bayern";"Rottal-Inn";-;"-";0,54;0,54
"091900139139";"Peißenberg";"Bayern";"Weilheim-Schongau";-;"-";0,54;0,54
"084170013013";"Burladingen";"Baden-Württemberg";"Zollernalbkreis";-;"-";0,54;0,54
"082265004032";"Hockenheim";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,54;0,54
"081365006028";"Heubach";"Baden-Württemberg";"Ostalbkreis";-;"-";0,54;0,54
"073375004038";"Herxheim bei Landau/Pfalz";"Rheinland-Pfalz";"Südliche Weinstraße";-;"-";0,54;0,54
"073320024024";"Grünstadt";"Rheinland-Pfalz";"Bad Dürkheim";-;"-";0,54;0,54
"072355003068";"Konz";"Rheinland-Pfalz";"Trier-Saarburg";-;"-";0,54;0,54
"065330007007";"Hadamar";"Hessen";"Limburg-Weilburg";-;"-";0,54;0,54
"064400003003";"Bad Vilbel";"Hessen";"Wetteraukreis";-;"-";0,54;0,54
"064360005005";"Hattersheim am Main";"Hessen";"Main-Taunus-Kreis";-;"-";0,54;0,54
"064330010010";"Raunheim";"Hessen";"Groß-Gerau";-;"-";0,54;0,54
"064330009009";"Nauheim";"Hessen";"Groß-Gerau";-;"-";0,54;0,54
"064320016016";"Ober-Ramstadt";"Hessen";"Darmstadt-Dieburg";-;"-";0,54;0,54
"059780016016";"Holzwickede";"Nordrhein-Westfalen";"Unna";-;"-";0,54;0,54
"059740008008";"Bad Sassendorf";"Nordrhein-Westfalen";"Soest";-;"-";0,54;0,54
"057740016016";"Büren";"Nordrhein-Westfalen";"Paderborn";-;"-";0,54;0,54
"057740012012";"Borchen";"Nordrhein-Westfalen";"Paderborn";-;"-";0,54;0,54
"057700012012";"Hille";"Nordrhein-Westfalen";"Minden-Lübbecke";-;"-";0,54;0,54
"057540028028";"Rheda-Wiedenbrück";"Nordrhein-Westfalen";"Gütersloh";-;"-";0,54;0,54
"055660076076";"Rheine";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,54;0,54
"055620004004";"Castrop-Rauxel";"Nordrhein-Westfalen";"Recklinghausen";-;"-";0,54;0,54
"055580016016";"Dülmen";"Nordrhein-Westfalen";"Coesfeld";-;"-";0,54;0,54
"055540020020";"Gronau (Westf.)";"Nordrhein-Westfalen";"Borken";-;"-";0,54;0,54
"053820032032";"Meckenheim";"Nordrhein-Westfalen";"Rhein-Sieg-Kreis";-;"-";0,54;0,54
"053780028028";"Rösrath";"Nordrhein-Westfalen";"Rheinisch-Bergischer Kreis";-;"-";0,54;0,54
"051700012012";"Hamminkeln";"Nordrhein-Westfalen";"Wesel";-;"-";0,54;0,54
"051700008008";"Dinslaken";"Nordrhein-Westfalen";"Wesel";-;"-";0,54;0,54
"051660012012";"Kempen";"Nordrhein-Westfalen";"Viersen";-;"-";0,54;0,54
"051580026026";"Monheim am Rhein";"Nordrhein-Westfalen";"Mettmann";-;"-";0,54;0,54
"051170000000";"Mülheim an der Ruhr";"Nordrhein-Westfalen";"Mülheim an der Ruhr, Stadt";-;"-";0,54;0,54
"034520001001";"Aurich";"Niedersachsen";"Aurich";-;"-";0,54;0,54
"033535406035";"Tostedt";"Niedersachsen";"Harburg";-;"-";0,54;0,54
"031570001001";"Edemissen";"Niedersachsen";"Peine";-;"-";0,54;0,54
"031535402004";"Clausthal-Zellerfeld";"Niedersachsen";"Goslar";-;"-";0,54;0,54
"010600039039";"Henstedt-Ulzburg";"Schleswig-Holstein";"Segeberg";-;"-";0,54;0,54
"010560049049";"Uetersen";"Schleswig-Holstein";"Pinneberg";-;"-";0,54;0,54
"160665050042";"Meiningen";"Thüringen";"Schmalkalden-Meiningen";-;"-";0,55;0,55
"150820301301";"Raguhn-Jeßnitz";"Sachsen-Anhalt";"Anhalt-Bitterfeld";-;"-";0,55;0,55
"147300300300";"Taucha";"Sachsen";"Nordsachsen";-;"-";0,55;0,55
"145225119360";"Mittweida";"Sachsen";"Mittelsachsen";-;"-";0,55;0,55
"120720017017";"Blankenfelde-Mahlow";"Brandenburg";"Teltow-Fläming";-;"-";0,55;0,55
"120690017017";"Beelitz";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,55;0,55
"120600269269";"Wandlitz";"Brandenburg";"Barnim";-;"-";0,55;0,55
"100430114114";"Neunkirchen";"Saarland";"Neunkirchen";-;"-";0,55;0,55
"094790136136";"Marktredwitz";"Bayern";"Wunsiedel i.Fichtelgebirge";-;"-";0,55;0,55
"094740126126";"Forchheim";"Bayern";"Forchheim";-;"-";0,55;0,55
"094710145145";"Hirschaid";"Bayern";"Bamberg";-;"-";0,55;0,55
"091760123123";"Eichstätt";"Bayern";"Eichstätt";-;"-";0,55;0,55
"091740126126";"Karlsfeld";"Bayern";"Dachau";-;"-";0,55;0,55
"084365002009";"Bad Waldsee";"Baden-Württemberg";"Ravensburg";-;"-";0,55;0,55
"083375005096";"Bad Säckingen";"Baden-Württemberg";"Waldshut";-;"-";0,55;0,55
"083260005005";"Blumberg";"Baden-Württemberg";"Schwarzwald-Baar-Kreis";-;"-";0,55;0,55
"082220000000";"Mannheim";"Baden-Württemberg";"Mannheim";-;"-";0,55;0,55
"082165004017";"Gernsbach";"Baden-Württemberg";"Rastatt";-;"-";0,55;0,55
"082150102102";"Eggenstein-Leopoldshafen";"Baden-Württemberg";"Karlsruhe";-;"-";0,55;0,55
"081265005066";"Öhringen";"Baden-Württemberg";"Hohenlohekreis";-;"-";0,55;0,55
"073340501501";"Wörth am Rhein";"Rheinland-Pfalz";"Germersheim";-;"-";0,55;0,55
"072320018018";"Bitburg";"Rheinland-Pfalz";"Eifelkreis Bitburg-Prüm";-;"-";0,55;0,55
"066340005005";"Fritzlar";"Hessen";"Schwalm-Eder-Kreis";-;"-";0,55;0,55
"064400008008";"Friedberg (Hessen)";"Hessen";"Wetteraukreis";-;"-";0,55;0,55
"064350012012";"Gründau";"Hessen";"Main-Kinzig-Kreis";-;"-";0,55;0,55
"064330011011";"Riedstadt";"Hessen";"Groß-Gerau";-;"-";0,55;0,55
"059780024024";"Lünen";"Nordrhein-Westfalen";"Unna";-;"-";0,55;0,55
"059740024024";"Lippetal";"Nordrhein-Westfalen";"Soest";-;"-";0,55;0,55
"059740012012";"Ense";"Nordrhein-Westfalen";"Soest";-;"-";0,55;0,55
"059660016016";"Kirchhundem";"Nordrhein-Westfalen";"Olpe";-;"-";0,55;0,55
"059620008008";"Balve";"Nordrhein-Westfalen";"Märkischer Kreis";-;"-";0,55;0,55
"057660020020";"Detmold";"Nordrhein-Westfalen";"Lippe";-;"-";0,55;0,55
"057580036036";"Vlotho";"Nordrhein-Westfalen";"Herford";-;"-";0,55;0,55
"055700048048";"Wadersloh";"Nordrhein-Westfalen";"Warendorf";-;"-";0,55;0,55
"055660004004";"Altenberge";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,55;0,55
"055540044044";"Reken";"Nordrhein-Westfalen";"Borken";-;"-";0,55;0,55
"053700040040";"Wegberg";"Nordrhein-Westfalen";"Heinsberg";-;"-";0,55;0,55
"053620032032";"Kerpen";"Nordrhein-Westfalen";"Rhein-Erft-Kreis";-;"-";0,55;0,55
"053580028028";"Kreuzau";"Nordrhein-Westfalen";"Düren";-;"-";0,55;0,55
"051700016016";"Hünxe";"Nordrhein-Westfalen";"Wesel";-;"-";0,55;0,55
"051620022022";"Meerbusch";"Nordrhein-Westfalen";"Rhein-Kreis Neuss";-;"-";0,55;0,55
"040120000000";"Bremerhaven";"Bremen";"Bremerhaven, Stadt";-;"-";0,55;0,55
"034590014014";"Bramsche";"Niedersachsen";"Osnabrück";-;"-";0,55;0,55
"032540028028";"Sarstedt";"Niedersachsen";"Hildesheim";-;"-";0,55;0,55
"010530100100";"Ratzeburg";"Schleswig-Holstein";"Herzogtum Lauenburg";-;"-";0,55;0,55
"097800139139";"Sonthofen";"Bayern";"Oberallgäu";-;"-";0,56;0,56
"096770157157";"Marktheidenfeld";"Bayern";"Main-Spessart";-;"-";0,56;0,56
"091790142142";"Olching";"Bayern";"Fürstenfeldbruck";-;"-";0,56;0,56
"091790121121";"Fürstenfeldbruck";"Bayern";"Fürstenfeldbruck";-;"-";0,56;0,56
"084165002025";"Mössingen";"Baden-Württemberg";"Tübingen";-;"-";0,56;0,56
"083355001022";"Engen";"Baden-Württemberg";"Konstanz";-;"-";0,56;0,56
"082310000000";"Pforzheim";"Baden-Württemberg";"Pforzheim";-;"-";0,56;0,56
"082160015015";"Gaggenau";"Baden-Württemberg";"Rastatt";-;"-";0,56;0,56
"081285004115";"Tauberbischofsheim";"Baden-Württemberg";"Main-Tauber-Kreis";-;"-";0,56;0,56
"081275006025";"Gaildorf";"Baden-Württemberg";"Schwäbisch Hall";-;"-";0,56;0,56
"081255004026";"Eppingen";"Baden-Württemberg";"Heilbronn";-;"-";0,56;0,56
"066360016016";"Witzenhausen";"Hessen";"Werra-Meißner-Kreis";-;"-";0,56;0,56
"064340011011";"Usingen";"Hessen";"Hochtaunuskreis";-;"-";0,56;0,56
"064340008008";"Oberursel (Taunus)";"Hessen";"Hochtaunuskreis";-;"-";0,56;0,56
"059660028028";"Wenden";"Nordrhein-Westfalen";"Olpe";-;"-";0,56;0,56
"059660012012";"Finnentrop";"Nordrhein-Westfalen";"Olpe";-;"-";0,56;0,56
"059580008008";"Bestwig";"Nordrhein-Westfalen";"Hochsauerlandkreis";-;"-";0,56;0,56
"059540032032";"Wetter (Ruhr)";"Nordrhein-Westfalen";"Ennepe-Ruhr-Kreis";-;"-";0,56;0,56
"059540024024";"Schwelm";"Nordrhein-Westfalen";"Ennepe-Ruhr-Kreis";-;"-";0,56;0,56
"057540012012";"Halle (Westf.)";"Nordrhein-Westfalen";"Gütersloh";-;"-";0,56;0,56
"055540008008";"Bocholt";"Nordrhein-Westfalen";"Borken";-;"-";0,56;0,56
"053700016016";"Heinsberg";"Nordrhein-Westfalen";"Heinsberg";-;"-";0,56;0,56
"034510008008";"Wiefelstede";"Niedersachsen";"Ammerland";-;"-";0,56;0,56
"033530040040";"Winsen (Luhe)";"Niedersachsen";"Harburg";-;"-";0,56;0,56
"032570035035";"Stadthagen";"Niedersachsen";"Schaumburg";-;"-";0,56;0,56
"032520006006";"Hameln";"Niedersachsen";"Hameln-Pyrmont";-;"-";0,56;0,56
"031570008008";"Wendeburg";"Niedersachsen";"Peine";-;"-";0,56;0,56
"010580135135";"Rendsburg";"Schleswig-Holstein";"Rendsburg-Eckernförde";-;"-";0,56;0,56
"010580034034";"Büdelsdorf";"Schleswig-Holstein";"Rendsburg-Eckernförde";-;"-";0,56;0,56
"150820015015";"Bitterfeld-Wolfen";"Sachsen-Anhalt";"Anhalt-Bitterfeld";-;"-";0,57;0,57
"130620043043";"Pasewalk";"Mecklenburg-Vorpommern";"Uecker-Randow";-;"-";0,57;0,57
"120670440440";"Schöneiche bei Berlin";"Brandenburg";"Oder-Spree";-;"-";0,57;0,57
"120620024024";"Bad Liebenwerda";"Brandenburg";"Elbe-Elster";-;"-";0,57;0,57
"120610316316";"Lübben (Spreewald)";"Brandenburg";"Dahme-Spreewald";-;"-";0,57;0,57
"100460118118";"Tholey";"Saarland";"St. Wendel";-;"-";0,57;0,57
"096720114114";"Bad Kissingen";"Bayern";"Bad Kissingen";-;"-";0,57;0,57
"091870130130";"Feldkirchen-Westerham";"Bayern";"Rosenheim";-;"-";0,57;0,57
"091710112112";"Burghausen";"Bayern";"Altötting";-;"-";0,57;0,57
"084255002020";"Blaubeuren";"Baden-Württemberg";"Alb-Donau-Kreis";-;"-";0,57;0,57
"083255005053";"Schramberg";"Baden-Württemberg";"Rottweil";-;"-";0,57;0,57
"083255002045";"Oberndorf am Neckar";"Baden-Württemberg";"Rottweil";-;"-";0,57;0,57
"082150097097";"Kraichtal";"Baden-Württemberg";"Karlsruhe";-;"-";0,57;0,57
"081180048048";"Ludwigsburg";"Baden-Württemberg";"Ludwigsburg";-;"-";0,57;0,57
"081160077077";"Filderstadt";"Baden-Württemberg";"Esslingen";-;"-";0,57;0,57
"065320006006";"Dillenburg";"Hessen";"Lahn-Dill-Kreis";-;"-";0,57;0,57
"065310006006";"Grünberg";"Hessen";"Gießen";-;"-";0,57;0,57
"064350026026";"Schöneck";"Hessen";"Main-Kinzig-Kreis";-;"-";0,57;0,57
"064350021021";"Nidderau";"Hessen";"Main-Kinzig-Kreis";-;"-";0,57;0,57
"059700032032";"Netphen";"Nordrhein-Westfalen";"Siegen-Wittgenstein";-;"-";0,57;0,57
"059700016016";"Freudenberg";"Nordrhein-Westfalen";"Siegen-Wittgenstein";-;"-";0,57;0,57
"059660020020";"Lennestadt";"Nordrhein-Westfalen";"Olpe";-;"-";0,57;0,57
"057700032032";"Porta Westfalica";"Nordrhein-Westfalen";"Minden-Lübbecke";-;"-";0,57;0,57
"057700008008";"Espelkamp";"Nordrhein-Westfalen";"Minden-Lübbecke";-;"-";0,57;0,57
"055700020020";"Ennigerloh";"Nordrhein-Westfalen";"Warendorf";-;"-";0,57;0,57
"055660028028";"Ibbenbüren";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,57;0,57
"055580028028";"Nordkirchen";"Nordrhein-Westfalen";"Coesfeld";-;"-";0,57;0,57
"053780004004";"Bergisch Gladbach";"Nordrhein-Westfalen";"Rheinisch-Bergischer Kreis";-;"-";0,57;0,57
"053740004004";"Bergneustadt";"Nordrhein-Westfalen";"Oberbergischer Kreis";-;"-";0,57;0,57
"051540024024";"Kalkar";"Nordrhein-Westfalen";"Kleve";-;"-";0,57;0,57
"034590012012";"Bissendorf";"Niedersachsen";"Osnabrück";-;"-";0,57;0,57
"034520014014";"Krummhörn";"Niedersachsen";"Aurich";-;"-";0,57;0,57
"034510007007";"Westerstede";"Niedersachsen";"Ammerland";-;"-";0,57;0,57
"033590013013";"Drochtersen";"Niedersachsen";"Stade";-;"-";0,57;0,57
"033570041041";"Scheeßel";"Niedersachsen";"Rotenburg (Wümme)";-;"-";0,57;0,57
"033510024024";"Winsen (Aller)";"Niedersachsen";"Celle";-;"-";0,57;0,57
"032510037037";"Stuhr";"Niedersachsen";"Diepholz";-;"-";0,57;0,57
"032510007007";"Bassum";"Niedersachsen";"Diepholz";-;"-";0,57;0,57
"032410005005";"Garbsen";"Niedersachsen";"Region Hannover";-;"-";0,57;0,57
"031580037037";"Wolfenbüttel";"Niedersachsen";"Wolfenbüttel";-;"-";0,57;0,57
"031550004004";"Einbeck";"Niedersachsen";"Northeim";-;"-";0,57;0,57
"010590120120";"Harrislee";"Schleswig-Holstein";"Schleswig-Flensburg";-;"-";0,57;0,57
"160640003003";"Bad Langensalza";"Thüringen";"Unstrut-Hainich-Kreis";-;"-";0,58;0,58
"146270210210";"Radebeul";"Sachsen";"Meißen";-;"-";0,58;0,58
"130040000000";"Schwerin";"Mecklenburg-Vorpommern";"Schwerin";-;"-";0,58;0,58
"120690590590";"Schwielowsee";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,58;0,58
"120600020020";"Bernau bei Berlin";"Brandenburg";"Barnim";-;"-";0,58;0,58
"100450112112";"Blieskastel";"Saarland";"Saarpfalz-Kreis";-;"-";0,58;0,58
"097630000000";"Kempten (Allgäu)";"Bayern";"Kempten (Allgäu)";-;"-";0,58;0,58
"096780193193";"Werneck";"Bayern";"Schweinfurt";-;"-";0,58;0,58
"095750112112";"Bad Windsheim";"Bayern";"Neustadt a.d.Aisch-Bad Windsheim";-;"-";0,58;0,58
"095710145145";"Feuchtwangen";"Bayern";"Ansbach";-;"-";0,58;0,58
"094610000000";"Bamberg";"Bayern";"Bamberg";-;"-";0,58;0,58
"092740126126";"Ergolding";"Bayern";"Landshut";-;"-";0,58;0,58
"091890155155";"Traunstein";"Bayern";"Traunstein";-;"-";0,58;0,58
"091870162162";"Prien a. Chiemsee";"Bayern";"Rosenheim";-;"-";0,58;0,58
"091800124124";"Murnau a. Staffelsee";"Bayern";"Garmisch-Partenkirchen";-;"-";0,58;0,58
"091780124124";"Freising";"Bayern";"Freising";-;"-";0,58;0,58
"083260003003";"Bad Dürrheim";"Baden-Württemberg";"Schwarzwald-Baar-Kreis";-;"-";0,58;0,58
"083155005047";"Gundelfingen";"Baden-Württemberg";"Breisgau-Hochschwarzwald";-;"-";0,58;0,58
"082355008079";"Bad Wildbad";"Baden-Württemberg";"Calw";-;"-";0,58;0,58
"082265008085";"Sinsheim";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,58;0,58
"082260082082";"Schriesheim";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,58;0,58
"082255005058";"Mosbach";"Baden-Württemberg";"Neckar-Odenwald-Kreis";-;"-";0,58;0,58
"082155003009";"Bruchsal";"Baden-Württemberg";"Karlsruhe";-;"-";0,58;0,58
"081255006056";"Lauffen am Neckar";"Baden-Württemberg";"Heilbronn";-;"-";0,58;0,58
"081255002006";"Bad Rappenau";"Baden-Württemberg";"Heilbronn";-;"-";0,58;0,58
"081210000000";"Heilbronn";"Baden-Württemberg";"Heilbronn";-;"-";0,58;0,58
"066340022022";"Schwalmstadt";"Hessen";"Schwalm-Eder-Kreis";-;"-";0,58;0,58
"065310003003";"Buseck";"Hessen";"Gießen";-;"-";0,58;0,58
"064380013013";"Seligenstadt";"Hessen";"Offenbach";-;"-";0,58;0,58
"064360006006";"Hochheim am Main";"Hessen";"Main-Taunus-Kreis";-;"-";0,58;0,58
"064350014014";"Hanau";"Hessen";"Main-Kinzig-Kreis";-;"-";0,58;0,58
"059700008008";"Burbach";"Nordrhein-Westfalen";"Siegen-Wittgenstein";-;"-";0,58;0,58
"059540028028";"Sprockhövel";"Nordrhein-Westfalen";"Ennepe-Ruhr-Kreis";-;"-";0,58;0,58
"059540016016";"Hattingen";"Nordrhein-Westfalen";"Ennepe-Ruhr-Kreis";-;"-";0,58;0,58
"055660048048";"Lotte";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,58;0,58
"055620036036";"Waltrop";"Nordrhein-Westfalen";"Recklinghausen";-;"-";0,58;0,58
"055580004004";"Ascheberg";"Nordrhein-Westfalen";"Coesfeld";-;"-";0,58;0,58
"053740016016";"Hückeswagen";"Nordrhein-Westfalen";"Oberbergischer Kreis";-;"-";0,58;0,58
"053620008008";"Bergheim";"Nordrhein-Westfalen";"Rhein-Erft-Kreis";-;"-";0,58;0,58
"034610002002";"Brake (Unterweser)";"Niedersachsen";"Wesermarsch";-;"-";0,58;0,58
"034600002002";"Damme";"Niedersachsen";"Vechta";-;"-";0,58;0,58
"033610012012";"Verden (Aller)";"Niedersachsen";"Verden";-;"-";0,58;0,58
"033610005005";"Kirchlinteln";"Niedersachsen";"Verden";-;"-";0,58;0,58
"033560008008";"Ritterhude";"Niedersachsen";"Osterholz";-;"-";0,58;0,58
"032510047047";"Weyhe";"Niedersachsen";"Diepholz";-;"-";0,58;0,58
"010570091091";"Schwentinental";"Schleswig-Holstein";"Plön";-;"-";0,58;0,58
"010550040040";"Stockelsdorf";"Schleswig-Holstein";"Ostholstein";-;"-";0,58;0,58
"150880065065";"Braunsbedra";"Sachsen-Anhalt";"Saalekreis";-;"-";0,59;0,59
"130050000000";"Stralsund";"Mecklenburg-Vorpommern";"Stralsund";-;"-";0,59;0,59
"120600052052";"Eberswalde";"Brandenburg";"Barnim";-;"-";0,59;0,59
"100430116116";"Schiffweiler";"Saarland";"Neunkirchen";-;"-";0,59;0,59
"100410511511";"Friedrichsthal";"Saarland";"Regionalverband Saarbrücken";-;"-";0,59;0,59
"097800124124";"Immenstadt i. Allgäu";"Bayern";"Oberallgäu";-;"-";0,59;0,59
"097770129129";"Füssen";"Bayern";"Ostallgäu";-;"-";0,59;0,59
"093620000000";"Regensburg";"Bayern";"Regensburg";-;"-";0,59;0,59
"091750132132";"Vaterstetten";"Bayern";"Ebersberg";-;"-";0,59;0,59
"091730112112";"Bad Tölz";"Bayern";"Bad Tölz-Wolfratshausen";-;"-";0,59;0,59
"084365004055";"Leutkirch im Allgäu";"Baden-Württemberg";"Ravensburg";-;"-";0,59;0,59
"084255008072";"Langenau";"Baden-Württemberg";"Alb-Donau-Kreis";-;"-";0,59;0,59
"083150076076";"Neuenburg am Rhein";"Baden-Württemberg";"Breisgau-Hochschwarzwald";-;"-";0,59;0,59
"082360004004";"Birkenfeld";"Baden-Württemberg";"Enzkreis";-;"-";0,59;0,59
"082355006085";"Calw";"Baden-Württemberg";"Calw";-;"-";0,59;0,59
"082265003031";"Hemsbach";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,59;0,59
"082260095095";"Walldorf";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,59;0,59
"082260060060";"Nußloch";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,59;0,59
"082250014014";"Buchen (Odenwald)";"Baden-Württemberg";"Neckar-Odenwald-Kreis";-;"-";0,59;0,59
"081275002014";"Crailsheim";"Baden-Württemberg";"Schwäbisch Hall";-;"-";0,59;0,59
"081195001008";"Backnang";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,59;0,59
"081185002079";"Bietigheim-Bissingen";"Baden-Württemberg";"Ludwigsburg";-;"-";0,59;0,59
"081155002015";"Gärtringen";"Baden-Württemberg";"Böblingen";-;"-";0,59;0,59
"081150042042";"Rutesheim";"Baden-Württemberg";"Böblingen";-;"-";0,59;0,59
"066340003003";"Felsberg";"Hessen";"Schwalm-Eder-Kreis";-;"-";0,59;0,59
"065310009009";"Langgöns";"Hessen";"Gießen";-;"-";0,59;0,59
"065310005005";"Gießen";"Hessen";"Gießen";-;"-";0,59;0,59
"065310002002";"Biebertal";"Hessen";"Gießen";-;"-";0,59;0,59
"064350007007";"Erlensee";"Hessen";"Main-Kinzig-Kreis";-;"-";0,59;0,59
"064310020020";"Viernheim";"Hessen";"Bergstraße";-;"-";0,59;0,59
"059780020020";"Kamen";"Nordrhein-Westfalen";"Unna";-;"-";0,59;0,59
"053780012012";"Kürten";"Nordrhein-Westfalen";"Rheinisch-Bergischer Kreis";-;"-";0,59;0,59
"051700052052";"Xanten";"Nordrhein-Westfalen";"Wesel";-;"-";0,59;0,59
"051700028028";"Neukirchen-Vluyn";"Nordrhein-Westfalen";"Wesel";-;"-";0,59;0,59
"051540016016";"Goch";"Nordrhein-Westfalen";"Kleve";-;"-";0,59;0,59
"034580009009";"Hatten";"Niedersachsen";"Oldenburg";-;"-";0,59;0,59
"034530004004";"Cloppenburg";"Niedersachsen";"Cloppenburg";-;"-";0,59;0,59
"034040000000";"Osnabrück";"Niedersachsen";"Osnabrück, Stadt";-;"-";0,59;0,59
"033560005005";"Lilienthal";"Niedersachsen";"Osterholz";-;"-";0,59;0,59
"032410010010";"Langenhagen";"Niedersachsen";"Region Hannover";-;"-";0,59;0,59
"032410006006";"Gehrden";"Niedersachsen";"Region Hannover";-;"-";0,59;0,59
"010560043043";"Rellingen";"Schleswig-Holstein";"Pinneberg";-;"-";0,59;0,59
"150900550550";"Tangermünde";"Sachsen-Anhalt";"Stendal";-;"-";0,6;0,6
"150830411411";"Oebisfelde-Weferlingen";"Sachsen-Anhalt";"Börde";-;"-";0,6;0,6
"120680468468";"Wittstock/Dosse";"Brandenburg";"Ostprignitz-Ruppin";-;"-";0,6;0,6
"120670144144";"Fürstenwalde/Spree";"Brandenburg";"Oder-Spree";-;"-";0,6;0,6
"120640227227";"Hoppegarten";"Brandenburg";"Märkisch-Oderland";-;"-";0,6;0,6
"100450111111";"Bexbach";"Saarland";"Saarpfalz-Kreis";-;"-";0,6;0,6
"100430117117";"Spiesen-Elversberg";"Saarland";"Neunkirchen";-;"-";0,6;0,6
"100430115115";"Ottweiler";"Saarland";"Neunkirchen";-;"-";0,6;0,6
"097720184184";"Neusäß";"Bayern";"Augsburg";-;"-";0,6;0,6
"095720132132";"Herzogenaurach";"Bayern";"Erlangen-Höchstadt";-;"-";0,6;0,6
"093720153153";"Roding";"Bayern";"Cham";-;"-";0,6;0,6
"093610000000";"Amberg";"Bayern";"Amberg";-;"-";0,6;0,6
"084375004088";"Pfullendorf";"Baden-Württemberg";"Sigmaringen";-;"-";0,6;0,6
"082360071071";"Remchingen";"Baden-Württemberg";"Enzkreis";-;"-";0,6;0,6
"082110000000";"Baden-Baden";"Baden-Württemberg";"Baden-Baden";-;"-";0,6;0,6
"081355001016";"Giengen an der Brenz";"Baden-Württemberg";"Heidenheim";-;"-";0,6;0,6
"081275009076";"Schwäbisch Hall";"Baden-Württemberg";"Schwäbisch Hall";-;"-";0,6;0,6
"072310134134";"Wittlich";"Rheinland-Pfalz";"Bernkastel-Wittlich";-;"-";0,6;0,6
"065350011011";"Lauterbach (Hessen)";"Hessen";"Vogelsbergkreis";-;"-";0,6;0,6
